Date,Open,High,Low,Close,Adj Close,Volume,,
7/29/2019,40.009487,40.796963,39.222012,39.326378,35.67844,64559186,,
7/30/2019,37.789375,38.178368,36.622391,36.802658,33.388824,95739668,,
7/31/2019,36.622391,37.637569,36.537003,36.850094,33.431862,56309423,,
8/1/2019,36.347248,36.641365,35.749527,36.290321,33.232037,51624920,,
8/2/2019,36.290321,36.565464,35.815941,36.053131,33.014832,29153640,,
8/5/2019,35.825428,35.891842,34.544594,35.066414,32.111267,46030183,,
8/6/2019,35.28463,35.398483,34.601517,35.056927,32.102581,31985843,,
8/7/2019,34.772297,34.895638,34.02277,34.705883,31.781122,32017253,,
8/8/2019,34.819733,35.056927,34.724857,34.981026,32.033081,23356429,,
8/9/2019,34.886147,34.943073,34.25996,34.487667,31.581291,25391703,,
8/12/2019,34.449715,34.459202,32.9981,33.576851,30.747236,44212665,,
8/13/2019,33.614799,33.97533,33.349148,33.396584,30.582157,45549453,,
8/14/2019,33.140415,33.187855,32.447819,32.485767,29.748102,38633421,,
8/15/2019,32.542694,32.80835,32.229603,32.71347,29.956619,30713665,,
8/16/2019,32.941177,33.21632,32.722961,32.874763,30.104317,30012334,,
8/19/2019,33.092979,33.510437,33.04554,33.377609,30.564783,21997296,,
8/20/2019,33.301708,33.358635,32.798862,32.836811,30.069563,19932510,,
8/21/2019,33.149906,33.320683,33.036053,33.083492,30.295456,19208728,,
8/22/2019,33.16888,33.425049,33.017078,33.28273,30.477898,16933142,,
8/23/2019,33.406071,33.538898,32.419353,32.580647,29.834986,27765311,,
8/26/2019,32.846298,33.074005,32.71347,33.055027,30.26939,17468680,,
8/27/2019,33.21632,33.292221,32.552181,32.580647,29.834986,24715351,,
8/28/2019,32.599621,33.349148,32.52372,33.28273,30.477898,26047924,,
8/29/2019,33.956356,33.956356,33.425049,33.519924,30.695107,19610302,,
8/30/2019,33.795067,33.889942,33.472485,33.728653,30.886246,18873346,,
9/3/2019,33.78558,34.421253,33.690701,34.269451,31.38147,26624989,,
9/4/2019,34.440228,34.535103,33.870968,33.994308,31.129513,20649441,,
9/5/2019,34.25996,34.611008,34.051231,34.478176,31.572607,22096794,,
9/6/2019,34.497154,34.696396,34.25996,34.629982,31.71162,20873416,,
9/9/2019,34.71537,34.95256,34.278938,34.943073,31.998325,24675616,,
9/10/2019,34.71537,35.464897,34.174572,35.464897,32.47617,32250397,,
9/11/2019,35.806454,35.825428,35.009487,35.493359,32.502239,16963181,,
9/12/2019,35.645161,35.6926,35.161289,35.370018,32.38929,16692303,,
9/13/2019,35.474384,35.673622,34.734344,35.018974,32.067825,24099605,,
9/16/2019,34.59203,35.123341,34.487667,34.943073,31.998325,19877070,,
9/17/2019,34.905125,34.914612,34.487667,34.629982,31.71162,22091945,,
9/18/2019,34.696396,34.838711,34.402279,34.516129,31.607363,19679550,,
9/19/2019,34.554081,34.886147,34.478176,34.639469,31.720299,17746409,,
9/20/2019,35,35.341557,34.611008,34.810246,31.87669,45990658,,
9/23/2019,34.516129,34.71537,34.373814,34.383301,31.485725,17295191,,
9/24/2019,34.411766,34.705883,34.136623,34.165085,31.2859,24186560,,
9/25/2019,34.07021,34.487667,33.870968,34.060722,31.190334,20269685,,
9/26/2019,34.222012,34.383301,33.747627,33.946869,31.086073,17059728,,
9/27/2019,34.02277,34.478176,33.889942,34.364326,31.468348,17583671,,
9/30/2019,34.421253,34.449715,34.079697,34.089184,31.216396,17205391,,
10/1/2019,34.089184,34.174572,33.614799,33.614799,30.78199,22013001,,
10/2/2019,33.45351,33.462997,32.884251,32.922199,30.147757,22458000,,
10/3/2019,32.93169,33.652752,32.827324,33.633778,30.799364,22076135,,
10/4/2019,33.671726,34.136623,33.633778,34.089184,31.216396,18065349,,
10/7/2019,33.984821,34.402279,33.965843,33.994308,31.129513,11759373,,
10/8/2019,33.823528,34.041744,33.605312,33.614799,30.78199,14761270,,
10/9/2019,33.823528,34.051231,33.709679,33.861481,31.007879,13634333,,
10/10/2019,33.842506,34.165085,33.776093,33.956356,31.094757,12198680,,
10/11/2019,34.288425,34.705883,34.222012,34.25996,31.372774,18446054,,
10/14/2019,34.3074,34.487667,34.136623,34.440228,31.537855,8700981,,
10/15/2019,34.582542,34.857685,34.544594,34.629982,31.71162,15178232,,
10/16/2019,34.753323,34.867172,34.459202,34.478176,31.572607,14435795,,
10/17/2019,34.620495,34.924099,34.506641,34.59203,31.676867,15312090,,
10/18/2019,34.563568,34.819733,34.487667,34.59203,31.676867,14219198,,
10/21/2019,34.772297,34.800758,34.497154,34.59203,31.676867,13237081,,
10/22/2019,34.544594,34.819733,34.392788,34.563568,31.650795,14549416,,
10/23/2019,34.449715,34.895638,34.364326,34.886147,31.946198,14000598,,
10/24/2019,34.867172,34.95256,34.402279,34.525616,31.616043,19998385,,
10/25/2019,34.535103,34.990513,34.449715,34.886147,31.946198,17497665,,
10/28/2019,34.971539,35.559772,34.933586,35.370018,32.38929,25800339,,
10/29/2019,36.053131,36.774193,35.97723,36.252373,33.197289,32212032,,
10/30/2019,36.442123,36.83112,36.337761,36.508537,33.431858,22019430,,
10/31/2019,36.423149,36.603416,36.223907,36.404175,33.336296,24539860,,
11/1/2019,36.707779,36.944973,36.423149,36.423149,33.353668,19263220,,
11/4/2019,36.726753,36.755219,36.081593,36.081593,33.040894,17709730,,
11/5/2019,36.081593,36.148006,35.550285,35.559772,32.563049,21688474,,
11/6/2019,35.683113,35.796963,35.436432,35.683113,32.675999,18757722,,
11/7/2019,35.483871,35.654648,34.990513,35.018974,32.377743,22727297,,
11/8/2019,34.990513,35.256168,34.943073,35.151802,32.500557,26626886,,
11/11/2019,35.018974,35.113853,34.867172,35.037952,32.395294,12542916,,
11/12/2019,34.943073,35.189754,34.819733,35.075901,32.430378,13338370,,
11/13/2019,35.056927,35.056927,34.440228,34.724857,32.105812,25855252,,
11/14/2019,34.686909,34.876659,34.459202,34.677418,32.061947,25190600,,
11/15/2019,34.753323,35.550285,34.648956,35.370018,32.702309,36378810,,
11/18/2019,35.474384,35.521824,35.066414,35.313091,32.649685,18084532,,
11/19/2019,35.512333,35.749527,35.40797,35.730549,33.035648,26475110,,
11/20/2019,35.645161,35.759014,35.113853,35.151802,32.500557,19947582,,
11/21/2019,35.303604,35.996204,35.142315,35.806454,33.105827,20942664,,
11/22/2019,35.853889,36.442123,35.759014,36.366222,33.623379,25544006,,
11/25/2019,36.508537,36.888046,36.480076,36.698292,33.930408,31592385,,
11/26/2019,36.565464,36.612904,36.100571,36.328274,33.588295,34620633,,
11/27/2019,36.413662,36.726753,36.366222,36.650852,33.886543,19201034,,
11/29/2019,36.565464,36.888046,36.537003,36.54649,33.790051,9793873,,
12/2/2019,36.802658,36.812145,36.290321,36.328274,33.588295,15645998,,
12/3/2019,36.015179,36.242886,35.901329,36.100571,33.377766,20869832,,
12/4/2019,36.271347,36.299809,35.948769,36.185959,33.456711,14501248,,
12/5/2019,36.404175,36.404175,35.853889,36.081593,33.360218,13098058,,
12/6/2019,36.318787,36.54649,36.26186,36.328274,33.588295,12868708,,
12/9/2019,36.148006,36.413662,36.148006,36.356735,33.614613,15641571,,
12/10/2019,36.309299,36.603416,36.233398,36.508537,33.754955,19171311,,
12/11/2019,36.404175,36.593929,36.242886,36.26186,33.52689,15569372,,
12/12/2019,36.21442,36.641365,36.21442,36.565464,33.807594,13414469,,
12/13/2019,36.54649,36.698292,36.119545,36.366222,33.623379,16678496,,
12/16/2019,36.71727,37.381405,36.679317,37.134724,34.33392,24187824,,
12/17/2019,37.419353,37.419353,36.850094,36.907021,34.123394,29038016,,
12/18/2019,37.011387,37.077801,36.660343,36.897533,34.114613,27339390,,
12/19/2019,37.0019,37.144215,36.821632,36.973434,34.184799,22022276,,
12/20/2019,37.333965,37.514233,36.973434,37.220116,34.412868,58199772,,
12/23/2019,37.400379,37.495255,37.125237,37.305504,34.491821,17454345,,
12/24/2019,37.314991,37.419353,37.19165,37.277039,34.465496,5187683,,
12/26/2019,37.28653,37.542694,37.19165,37.362431,34.544453,9384078,,
12/27/2019,37.409866,37.590134,37.23909,37.305504,34.491821,10117662,,
12/30/2019,37.28653,37.400379,36.897533,36.916508,34.13216,11554264,,
12/31/2019,36.802658,37.19165,36.726753,37.172676,34.369011,15175703,,
1/2/2020,37.28653,37.333965,36.888046,37.134724,34.33392,16514072,,
1/3/2020,36.736244,37.229603,36.688805,36.935486,34.149704,14922848,,
1/6/2020,36.83112,37.0019,36.71727,36.888046,34.105846,15771951,,
1/7/2020,37.115749,37.125237,36.698292,36.764706,33.99181,20108107,,
1/8/2020,36.774193,37.210625,36.764706,37.058823,34.263744,16403507,,
1/9/2020,37.258064,37.258064,36.802658,36.897533,34.114613,21971895,,
1/10/2020,36.982922,37.599621,36.973434,37.466793,34.640942,21557357,,
1/13/2020,37.590134,37.732449,37.201138,37.390892,34.570766,15392405,,
1/14/2020,37.409866,38.026566,37.28653,38.017078,35.149727,20919160,,
1/15/2020,38.130932,38.776093,38.111954,38.586338,35.676048,23925800,,
1/16/2020,38.700191,38.709679,38.254269,38.529411,35.623413,16216422,,
1/17/2020,38.491463,38.719166,38.349148,38.434536,35.535698,23083970,,
1/21/2020,38.311195,38.576851,38.130932,38.273247,35.386566,23115696,,
1/22/2020,38.254269,38.339657,37.922199,38.130932,35.25499,18097812,,
1/23/2020,38.130932,38.73814,38.074005,38.624287,35.711136,27148510,,
1/24/2020,38.842506,38.870968,37.609108,37.779884,34.930416,34143698,,
1/27/2020,37.390892,38.358635,37.23909,38.102467,35.228668,31964026,,
1/28/2020,37.305504,37.466793,36.005692,36.185959,33.456711,70202408,,
1/29/2020,36.166985,36.413662,35.626186,35.654648,32.965477,34165726,,
1/30/2020,35.199242,35.265656,34.810246,35.170776,32.850269,32316589,,
1/31/2020,35.04744,35.531307,35.009487,35.332069,33.000927,33894005,,
2/3/2020,35.540798,36.091084,35.388992,35.588234,33.240181,20875735,,
2/4/2020,36.129032,36.280834,35.702087,35.759014,33.3997,31150865,,
2/5/2020,35.910816,36.593929,35.882355,36.21442,33.825058,29443490,,
2/6/2020,36.470589,36.527515,36.081593,36.299809,33.904804,21047748,,
2/7/2020,36.394688,36.432636,35.986717,36.100571,33.718716,21903596,,
2/10/2020,36.252373,36.26186,35.787476,35.872864,33.506031,19998385,,
2/11/2020,35.948769,36.176472,35.825428,36.138519,33.754166,16027335,,
2/12/2020,36.138519,36.233398,35.787476,35.806454,33.444008,22944315,,
2/13/2020,35.654648,35.654648,35,35.037952,32.726212,22099745,,
2/14/2020,35.075901,35.142315,34.554081,34.639469,32.354019,21006747,,
2/18/2020,34.677418,34.791271,34.411766,34.459202,32.185642,17988513,,
2/19/2020,34.535103,34.629982,34.354839,34.373814,32.105888,17750941,,
2/20/2020,33.880455,34.212524,33.595825,34.013283,31.769146,42953135,,
2/21/2020,33.927895,33.984821,33.709679,33.889942,31.653942,32425256,,
2/24/2020,33.244781,33.586338,32.827324,32.893738,30.723465,37969296,,
2/25/2020,32.903225,32.960152,31.982922,32.19165,30.067703,41878898,,
2/26/2020,32.485767,33.406071,32.277039,32.941177,30.767776,47920005,,
2/27/2020,32.675522,33.880455,32.35294,32.35294,30.218349,55444827,,
2/28/2020,31.774195,32.201138,30.863379,31.707781,29.615759,66057447,,
3/2/2020,32.172676,33.159393,31.736242,33.092979,30.909567,42034469,,
3/3/2020,33.377609,33.946869,32.125237,32.542694,30.395586,46174475,,
3/4/2020,33.301708,34.59203,33.159393,34.535103,32.256535,38712155,,
3/5/2020,33.823528,34.326378,33.358635,33.643265,31.42354,35096303,,
3/6/2020,32.922199,33.368122,32.371918,33.225807,31.033627,40931036,,
3/9/2020,31.745731,32.912712,31.461102,32.030361,29.917057,43183856,,
3/10/2020,32.798862,32.884251,31.318787,32.817837,30.652575,40548329,,
3/11/2020,32.030361,32.144215,30.037951,30.521822,28.508047,65350213,,
3/12/2020,28.918406,30.360531,28.462997,28.481974,26.602783,62731445,,
3/13/2020,29.667933,31.195446,28.681213,31.034157,28.986578,60553038,,
3/16/2020,28.406073,30.626186,28.13093,28.633776,26.74457,50995050,,
3/17/2020,30.018974,30.97723,29.02277,30.512335,28.499184,54220606,,
3/18/2020,29.193548,30.93928,28.757116,30.702087,28.676418,43884976,,
3/19/2020,30.56926,30.597723,28.472486,28.861481,26.957253,59820929,,
3/20/2020,28.728653,29.098673,27.428843,27.52372,25.707754,52488989,,
3/23/2020,27.286528,28.064516,26.451612,27.030361,25.246944,52853041,,
3/24/2020,27.998102,28.510435,27.419355,28.178368,26.31921,44466784,,
3/25/2020,27.988615,29.146111,27.514231,28.225805,26.363518,44601275,,
3/26/2020,28.358635,30.351044,28.349146,30.123341,28.135857,43269967,,
3/27/2020,29.222012,30.113852,29.089184,29.316889,27.382614,38290344,,
3/30/2020,29.459204,31.166983,29.459204,30.996204,28.951132,29943508,,
3/31/2020,30.740038,31.309298,30.588236,30.967743,28.924547,29466151,,
4/1/2020,30.28463,30.626186,29.914612,30.123341,28.135857,26709625,,
4/2/2020,30.265656,31.309298,30.123341,31.185959,29.128366,27186876,,
4/3/2020,30.958254,32.153702,30.958254,31.91651,29.810715,32837370,,
4/6/2020,32.182163,33.111954,32.049335,32.798862,30.634851,40503217,,
4/7/2020,33.206833,33.368122,31.86907,31.888046,29.784132,24226295,,
4/8/2020,32.248577,33.017078,31.726755,32.827324,30.661436,25523980,,
4/9/2020,33.235294,33.937382,33.064514,33.576851,31.361511,30648107,,
4/13/2020,34.117645,34.136623,32.941177,33.339657,31.139967,18270141,,
4/14/2020,34.089184,34.753323,33.529411,34.573055,32.291988,21845309,,
4/15/2020,34.212524,34.373814,33.757114,34.127136,31.87549,21312196,,
4/16/2020,34.269451,34.402279,33.757114,34.041744,31.795731,20657451,,
4/17/2020,34.629982,35.104362,34.25996,35.018974,32.708485,24404843,,
4/20/2020,34.516129,35.018974,34.231499,34.231499,31.972965,22530620,,
4/21/2020,33.946869,34.089184,33.557877,33.795067,31.565329,23975233,,
4/22/2020,35.066414,35.104362,34.269451,34.392788,32.123611,20182624,,
4/23/2020,34.421253,35.483871,34.421253,34.810246,32.513531,20185365,,
4/24/2020,34.95256,35.512333,34.895638,35.464897,33.124985,17353794,,
4/27/2020,35.664139,36.565464,35.645161,36.366222,33.966839,23394057,,
4/28/2020,37.049335,37.210625,35.464897,35.967743,33.594658,35666728,,
4/29/2020,36.489563,36.574951,35.777988,36.166985,33.78075,26518535,,
4/30/2020,36.053131,36.537003,35.445919,36.394688,33.993427,29450973,,
5/1/2020,35.910816,35.996204,35.474384,35.711575,33.355389,22679867,,
5/4/2020,35.673622,35.97723,35.493359,35.6926,33.337662,19893512,,
5/5/2020,36.821632,36.869068,36.309299,36.537003,34.126358,24123952,,
5/6/2020,36.973434,37.011387,36.537003,36.537003,34.126358,24047432,,
5/7/2020,36.442123,36.518028,35,35.066414,33.079208,33546080,,
5/8/2020,35.341557,35.464897,35.142315,35.313091,33.311905,19893618,,
5/11/2020,35.341557,36.252373,35.256168,36.148006,34.099506,25620421,,
5/12/2020,36.166985,36.280834,35.426945,35.445919,33.437202,19335314,,
5/13/2020,35.398483,35.502846,34.71537,35.151802,33.159756,24596882,,
5/14/2020,34.914612,36.015179,34.895638,35.97723,33.938404,22362507,,
5/15/2020,36.015179,36.21442,35.474384,35.825428,33.795204,25460002,,
5/18/2020,36.375713,36.489563,35.702087,36.119545,34.072655,22635177,,
5/19/2020,35.910816,36.072105,35.398483,35.749527,33.723606,19476234,,
5/20/2020,36.005692,36.242886,35.626186,35.702087,33.678856,17504200,,
5/21/2020,35.645161,35.721062,35.151802,35.351044,33.347702,17652181,,
5/22/2020,35.208729,35.607212,35.066414,35.578747,33.5625,15781226,,
5/26/2020,35.721062,35.92979,35.531307,35.56926,33.553555,23260094,,
5/27/2020,35.493359,35.616699,35.075901,35.493359,33.481956,25904158,,
5/28/2020,35.901329,36.470589,35.787476,36.223907,34.171101,22521767,,
5/29/2020,36.309299,36.461102,35.654648,36.233398,34.180054,48333067,,
6/1/2020,33.681213,33.899429,33.121441,33.643265,31.736702,76884979,,
6/2/2020,33.709679,34.3074,33.444023,34.3074,32.363205,42690900,,
6/3/2020,34.43074,34.544594,33.719166,34.3074,32.363205,38751996,,
6/4/2020,33.880455,34.43074,33.870968,34.165085,32.228954,27013388,,
6/5/2020,34.383301,34.620495,34.041744,34.146111,32.211056,36705655,,
6/8/2020,33.965843,34.724857,33.851994,34.71537,32.748051,30194149,,
6/9/2020,34.629982,34.781784,34.316887,34.354839,32.407951,21675088,,
6/10/2020,34.497154,34.582542,34.051231,34.079697,32.148403,29557217,,
6/11/2020,33.776093,33.851994,31.574953,31.593927,29.803501,63166642,,
6/12/2020,32.333965,32.35294,31.356735,32.020874,30.206255,37902472,,
6/15/2020,31.593927,31.992411,31.081594,31.650854,29.857204,36247482,,
6/16/2020,31.86907,32.220116,31.043644,31.688805,29.893003,55616945,,
6/17/2020,31.86907,32.039848,31.612904,31.840607,30.036201,27509822,,
6/18/2020,31.565466,31.755219,31.290323,31.537003,29.749807,32278855,,
6/19/2020,31.963947,32.011387,31.423149,31.707781,29.910906,43986266,,
6/22/2020,31.622391,31.650854,31.223909,31.413662,29.633457,23332503,,
6/23/2020,31.49905,31.54649,31.062618,31.091082,29.329155,37690408,,
6/24/2020,31.034157,31.053131,30.360531,30.540796,28.810053,30817695,,
6/25/2020,30.464895,30.721064,30.199242,30.664137,28.926403,27418651,,
6/26/2020,30.597723,30.626186,29.990513,30.398481,28.675804,42153992,,
6/29/2020,30.796965,30.996204,30.550285,30.967743,29.212805,23956261,,
6/30/2020,30.863379,31.195446,30.578749,31.024668,29.266502,25451676,,
7/1/2020,32.770397,32.770397,31.992411,32.011387,30.197306,73503009,,
7/2/2020,32.846298,33.064514,32.296017,32.741936,30.886456,45270881,,
7/6/2020,33.159393,33.197342,32.618595,32.741936,30.886456,27150935,,
7/7/2020,32.305504,32.590134,32.220116,32.28653,30.456858,25148018,,
7/8/2020,32.267551,32.609108,31.850096,32.020874,30.206255,24256545,,
7/9/2020,32.0019,32.144215,31.404175,31.745731,29.946705,20363702,,
7/10/2020,31.935484,32.296017,31.774195,32.096775,30.277857,24459019,,
7/13/2020,32.950665,33.889942,32.751423,33.406071,31.512957,56569129,,
7/14/2020,33.557877,33.605312,33.092979,33.425049,31.530857,32854129,,
7/15/2020,34.146111,34.155598,33.652752,33.889942,31.9694,26294454,,
7/16/2020,33.776093,33.814041,33.45351,33.776093,31.862005,18421812,,
7/17/2020,34.02277,34.468693,33.899429,34.392788,32.443748,23347365,,
7/20/2020,35.56926,35.6926,34.459202,34.629982,32.667503,36815693,,
7/21/2020,35.04744,35.180267,34.648956,34.810246,32.837555,23588520,,
7/22/2020,36.271347,36.745731,35.597721,36.584438,34.511208,90705554,,
7/23/2020,37.220116,37.400379,36.223907,36.442123,34.376949,59639536,,
7/24/2020,36.081593,36.195446,35.417458,35.730549,33.7057,33870501,,
7/27/2020,35.445919,35.815941,35.322582,35.616699,33.598305,27640307,,
7/28/2020,36.565464,37.324478,36.110058,37.020874,34.922909,56393954,,
7/29/2020,37.28653,37.428844,36.480076,37.248577,35.137707,37033660,,
7/30/2020,36.318787,36.944973,36.242886,36.755219,35.011185,32273796,,
7/31/2020,36.318787,36.764706,35.920303,36.508537,34.776207,28472124,,
8/3/2020,36.631878,36.679317,36.26186,36.385201,34.658718,31036400,,
8/4/2020,36.347248,36.698292,36.138519,36.423149,34.69487,29448549,,
8/5/2020,36.49905,36.555977,36.176472,36.480076,34.749092,24292697,,
8/6/2020,36.78368,37.096775,36.195446,36.309299,34.586422,20922111,,
8/7/2020,36.337761,36.641365,36.204933,36.480076,34.749092,23097251,,
8/10/2020,36.574951,36.679317,36.299809,36.423149,34.69487,19964552,,
8/11/2020,36.584438,36.603416,35.74004,35.853889,34.152622,21326847,,
8/12/2020,35.891842,36.574951,35.872864,36.366222,34.640644,19957595,,
8/13/2020,36.119545,36.223907,35.939278,36.21442,34.496048,15340021,,
8/14/2020,36.062618,36.423149,35.986717,36.110058,34.396633,12901276,,
8/17/2020,36.091084,36.442123,36.005692,36.385201,34.658718,17494187,,
8/18/2020,36.480076,36.489563,36.21442,36.394688,34.667759,10846398,,
8/19/2020,36.508537,36.631878,36.166985,36.299809,34.577381,15690055,,
8/20/2020,36.223907,36.802658,36.176472,36.736244,34.993111,21957455,,
8/21/2020,36.916508,37.0019,36.593929,36.888046,35.137707,25467170,,
8/24/2020,37.020874,37.039848,36.565464,36.850094,35.101559,25011947,,
8/25/2020,36.537003,36.584438,36.005692,36.442123,34.71294,26221201,,
8/26/2020,36.233398,36.309299,35.730549,36.100571,34.387596,24083689,,
8/27/2020,36.015179,36.053131,35.749527,35.920303,34.215881,22156556,,
8/28/2020,35.92979,36.110058,35.483871,35.967743,34.261074,32830519,,
8/31/2020,35.901329,36.072105,35.578747,35.853889,34.152622,30032465,,
9/1/2020,35.853889,35.882355,34.639469,34.990513,33.330212,36145560,,
9/2/2020,34.886147,35.388992,34.535103,35.294117,33.619411,29068688,,
9/3/2020,35.455406,35.56926,34.250473,34.535103,32.896408,35956788,,
9/4/2020,34.620495,34.753323,34.032257,34.497154,32.860264,26872257,,
9/8/2020,34.658443,34.734344,33.851994,34.089184,32.471653,26736818,,
9/9/2020,34.43074,34.772297,34.288425,34.326378,32.69759,27490533,,
9/10/2020,34.345352,34.459202,33.757114,33.823528,32.218597,21650741,,
9/11/2020,33.908916,34.25996,33.633778,34.222012,32.598179,24109301,,
9/14/2020,34.497154,35.616699,34.421253,35.113853,33.447701,29565543,,
9/15/2020,35.28463,35.436432,34.924099,35.066414,33.402512,22003726,,
9/16/2020,35.370018,35.398483,34.838711,34.895638,33.239838,22208412,,
9/17/2020,34.895638,35.075901,34.677418,34.933586,33.275986,17894390,,
